food_id,food_name,brand,categories,countries,collection_location,calories_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sugar_g,sodium_mg,saturated_fat_g,salt_g,nutriscore,nova_group,serving_size,quantity,source,region,diet_type
IND_FOOD_685,Dessicated coconut chutney (Sookhe kase nariyal ki chutney),,Indian Food,India,India,346.36,12.88,36.72,15.88,13.16,10.41,321.07,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_686,Curd mint dip,,Indian Food,India,India,76.13,4.82,9.11,2.44,0.77,7.83,222.77,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_687,Curd vegetable dip,,Indian Food,India,India,56.21,3.88,6.04,1.94,0.63,5.42,132.48,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_688,Mayonnaise vegetable dip,,Indian Food,India,India,241.27,3.01,4.8,23.44,0.41,4.39,119.58,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_689,Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),,Indian Food,India,India,150.68,4.03,20.51,6.31,2.1,1.79,222.22,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_690,Tomato sandwich (grilled),,Indian Food,India,India,189.92,6.26,21.29,9.39,1.91,2.58,420.6,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_691,French sandwich (toasted),,Indian Food,India,India,186.75,6.82,14.82,11.51,1.37,1.82,274.68,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_692,Peanut butter cucumber sandwich,,Indian Food,India,India,243.33,9.04,29.76,10.56,3.35,2.91,460.09,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_693,Mint and peanut sandwich,,Indian Food,India,India,273.59,7.18,31.83,13.88,3.67,2.78,453.3,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_694,Spicy chutney sandwich,,Indian Food,India,India,249.58,8.74,34.03,9.58,3.73,3.96,315.4,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_695,Chicken walnut sandwich (Chicken aur akhrot ke sandwich),,Indian Food,India,India,285.78,12.58,22.62,16.77,1.53,1.77,287.39,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_696,Rolled sandwich,,Indian Food,India,India,293.07,6.45,34.69,15.29,2.07,2.7,321.57,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_697,Ribbon sandwich,,Indian Food,India,India,239.26,6.26,24.76,13.37,2.92,4.66,382.11,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_698,Checker board sandwich,,Indian Food,India,India,348.37,7.37,25.94,24.65,2.22,2.9,358.25,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_699,Submarine sandwich,,Indian Food,India,India,216.92,6.09,13.6,15.32,1.24,2.5,254.28,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_700,Cheese open sandwich,,Indian Food,India,India,274.07,9.84,28.42,14.24,1.74,3.24,504.41,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_701,Sunset and sunrise open sandwich,,Indian Food,India,India,241.31,8.58,18.89,15.14,1.39,1.95,381.29,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_702,Danish luncheon sandwich,,Indian Food,India,India,193.82,9.03,17.77,10.1,1.52,1.13,365.63,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_703,Chicken and corn open sandwich,,Indian Food,India,India,188.16,8.63,19.21,8.83,1.67,2.48,226.72,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_704,Chocolate sponge cake,,Indian Food,India,India,239.86,9.13,39.54,5.51,0.52,25.0,61.47,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_705,Chocolate swiss roll,,Indian Food,India,India,306.08,6.01,26.97,19.76,0.29,18.83,44.53,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_706,Lemon curd filling,,Indian Food,India,India,225.62,3.43,26.41,12.58,0.0,26.13,34.9,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_707,Jam filling,,Indian Food,India,India,184.62,0.0,46.15,0.0,0.0,41.54,0.0,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_708,Chocolate pastry,,Indian Food,India,India,243.37,7.05,32.24,10.12,0.32,22.34,46.54,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_709,Assorted pastry,,Indian Food,India,India,230.74,6.78,31.99,8.91,0.43,19.7,49.99,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_710,Orange gateau,,Indian Food,India,India,178.05,4.78,27.01,6.02,0.68,18.33,80.41,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_711,Black forest gateau,,Indian Food,India,India,217.82,5.94,30.57,8.58,0.28,21.97,79.37,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_712,Lemon cake,,Indian Food,India,India,373.85,5.29,43.1,20.63,0.62,25.84,151.29,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_713,Dundee cake,,Indian Food,India,India,396.62,7.78,41.4,22.7,1.81,21.3,182.74,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_714,Victorian sandwich cake,,Indian Food,India,India,373.09,5.18,44.74,19.83,0.59,28.18,145.28,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_715,Chocolate eggless cake,,Indian Food,India,India,312.01,6.66,43.45,13.19,0.32,34.2,196.61,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_716,Orange eggless cake,,Indian Food,India,India,355.62,7.16,52.65,13.82,0.56,37.87,226.28,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_717,Chocolate glace icing,,Indian Food,India,India,436.29,3.22,62.43,20.8,0.0,59.88,8.66,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_718,Butter icing,,Indian Food,India,India,500.72,0.19,71.64,25.37,0.0,71.64,5.98,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_719,Chocolate butter icing,,Indian Food,India,India,469.59,3.21,61.72,24.77,0.0,59.82,4.99,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_720,Almond biscuit (Badam ke biscuit),,Indian Food,India,India,407.74,6.25,52.14,19.7,1.5,22.19,151.76,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_721,Orange biscuit,,Indian Food,India,India,354.78,3.63,62.11,11.01,0.75,42.63,259.14,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_722,Gingerman biscuit,,Indian Food,India,India,357.43,6.26,55.24,12.73,2.0,21.64,918.57,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_723,Coffee drops,,Indian Food,India,India,443.07,7.57,43.06,27.16,1.88,18.27,88.17,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_724,Christmas biscuit,,Indian Food,India,India,406.07,5.67,60.97,15.88,2.17,26.01,127.36,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_725,Christmas wreath biscuit,,Indian Food,India,India,386.05,5.43,58.07,15.01,2.28,24.89,120.2,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_726,Christmas bell biscuit,,Indian Food,India,India,404.85,5.66,60.79,15.84,2.33,25.94,127.01,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_727,Christmas star biscuit,,Indian Food,India,India,392.03,3.54,74.54,10.04,1.47,53.05,76.09,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_728,Christmas tree biscuit,,Indian Food,India,India,385.63,5.43,58.41,15.0,2.65,24.77,120.45,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_729,Chocolate cream shells,,Indian Food,India,India,427.17,5.1,59.26,19.34,0.9,34.72,126.84,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_730,Jelly biscuit,,Indian Food,India,India,404.61,4.23,55.24,19.33,2.02,29.76,110.57,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_731,Cherry and walnut cookies,,Indian Food,India,India,422.6,5.63,59.35,18.75,1.3,30.37,114.62,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_732,Cheese straws,,Indian Food,India,India,382.0,9.83,30.61,24.28,1.29,1.79,587.42,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_733,Butterfly biscuit,,Indian Food,India,India,341.45,9.98,25.33,22.11,1.02,2.44,572.05,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_734,Flan pastry,,Indian Food,India,India,445.8,6.72,47.84,25.04,1.58,6.22,193.23,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_735,Fruit flan,,Indian Food,India,India,261.35,3.3,34.71,12.48,0.71,9.52,110.04,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_736,Orange cream flan,,Indian Food,India,India,280.28,4.73,36.16,13.59,0.63,25.27,82.41,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_737,Fruit puree tart,,Indian Food,India,India,286.5,3.35,30.42,16.83,1.31,9.79,49.65,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_738,Apple banana pie,,Indian Food,India,India,243.99,3.13,32.12,11.39,1.89,12.96,384.43,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_739,Lemon chiffon pie,,Indian Food,India,India,259.31,4.88,27.63,14.52,0.66,11.39,94.95,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_740,Orange chiffon pie,,Indian Food,India,India,207.57,3.89,23.14,11.16,0.7,10.46,73.23,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_741,Cream buns,,Indian Food,India,India,215.74,4.45,14.16,15.81,0.31,5.95,45.49,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_742,Savoury puffs,,Indian Food,India,India,190.79,9.51,10.8,15.24,0.33,4.51,2274.24,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_743,Choux swans,,Indian Food,India,India,216.34,4.35,14.92,15.6,0.35,6.13,145.08,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_744,Potato aigrettes,,Indian Food,India,India,530.03,2.35,8.01,54.24,0.45,0.73,112.45,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_745,Cream horns,,Indian Food,India,India,408.23,3.42,23.12,33.55,0.6,7.12,57.11,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_746,Savoury cheese horns,,Indian Food,India,India,295.15,5.66,21.38,20.71,0.73,2.74,212.28,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_747,Paneer patties,,Indian Food,India,India,338.58,7.6,22.79,23.96,1.18,4.04,158.44,,,,,100 g,100 g,Indian Food Composition Data,North Indian,Vegetarian
IND_FOOD_748,Vegetable patties,,Indian Food,India,India,261.92,4.01,20.98,17.74,2.62,1.49,139.52,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_749,Pearl millet infant food (Bajra shishu aahaar),,Indian Food,India,India,362.44,11.98,62.1,6.62,7.84,26.06,12.67,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_750,Sajina,,Indian Food,India,India,345.26,10.81,66.87,3.03,7.62,25.89,11.7,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_751,Cereal mix,,Indian Food,India,India,120.81,3.32,21.84,2.02,2.03,10.68,9.29,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_752,Pulse mix,,Indian Food,India,India,83.29,3.16,16.0,0.54,2.25,6.59,3.88,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_753,Shishu ahar,,Indian Food,India,India,93.37,2.61,17.42,1.43,1.02,6.61,2.68,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_754,Cereal pulse mix with amylase rice flour,,Indian Food,India,India,151.57,4.27,27.8,2.74,3.47,8.84,1.03,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_755,Banana groundnut paste/puree,,Indian Food,India,India,213.19,4.27,36.15,5.45,1.7,31.67,16.85,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_756,Rice dal porridge (Chawal dal ki khichdi/khichri),,Indian Food,India,India,383.33,10.8,65.04,8.33,4.51,26.54,12.33,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_757,Lentils and semolina porridge (Dal suji porridge/daliya),,Indian Food,India,India,117.29,3.26,23.19,1.06,1.44,13.84,9.64,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_758,Spinach khichri (Palak khichri/khichdi),,Indian Food,India,India,102.18,3.43,17.35,1.91,1.56,0.21,69.59,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_759,Vegetable mix,,Indian Food,India,India,174.21,4.7,36.02,0.94,1.93,27.36,34.94,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_760,Lentils and wheat porridge (Dal wheat porridge/daliya ),,Indian Food,India,India,52.54,2.71,8.36,0.94,1.28,0.92,62.79,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_761,Maize porridge,,Indian Food,India,India,89.57,2.14,15.64,1.89,1.68,7.69,5.59,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_762,Spinach peanut burfi (Palak aur mungfali ki burfi),,Indian Food,India,India,105.37,3.36,13.59,4.39,2.07,11.5,19.52,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_763,Split bengal gram burfi/fudge (Channa dal burfi),,Indian Food,India,India,287.36,4.65,54.63,7.09,2.06,43.38,2.53,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_764,Chickpea flour cookies (Sweet besan rounds/cookies),,Indian Food,India,India,207.01,4.29,39.64,3.42,2.56,30.66,22.29,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_765,Pearl millet mathri (Bajra mathri),,Indian Food,India,India,785.08,1.82,7.42,83.12,1.36,0.16,33.17,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_766,Sesame biscuit (Til ke biscuit),,Indian Food,India,India,424.03,8.27,53.65,19.34,6.83,29.73,182.26,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_767,Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),,Indian Food,India,India,657.57,4.05,8.68,67.19,2.65,0.35,63.87,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_768,Poshtik namak paras,,Indian Food,India,India,613.39,6.49,19.52,56.58,4.55,0.87,44.01,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_769,Soya chikki,,Indian Food,India,India,423.7,7.18,62.89,15.51,3.55,45.47,17.24,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_770,Besan bathua chilla/cheela,,Indian Food,India,India,373.82,11.48,40.65,18.57,7.79,1.45,166.36,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_771,Wheat flour and nuts ladoos (Atta nuts ladoos),,Indian Food,India,India,391.9,9.46,44.31,19.19,7.3,15.94,8.07,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_772,Gram flour and semolina dhokla (Besan suji dhokla),,Indian Food,India,India,198.91,8.52,25.92,7.1,4.59,2.58,196.59,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_773,Atta dal burfi,,Indian Food,India,India,298.8,6.66,40.64,12.47,4.08,21.08,3.56,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_774,Soya roti,,Indian Food,India,India,283.96,9.18,40.03,9.23,8.71,1.58,155.93,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_775,Poshtik khichdi/khichri,,Indian Food,India,India,93.37,3.04,15.64,1.88,2.0,0.26,41.67,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_776,Namkeen daliya,,Indian Food,India,India,295.11,8.29,49.32,7.99,8.57,0.82,149.63,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_777,Sprouts upma,,Indian Food,India,India,316.25,9.5,44.96,10.44,7.16,1.67,147.82,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_778,Semolina idli (Suji/Rava idli),,Indian Food,India,India,206.39,9.34,33.67,3.47,5.85,3.42,185.02,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_779,Poshtik chilla/cheela,,Indian Food,India,India,159.53,4.85,27.47,3.04,4.91,1.22,97.18,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_780,Stuffed bittergourd (dry) (Bharwa karela),,Indian Food,India,India,217.65,1.29,2.49,22.38,3.0,0.07,519.29,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_781,Cauliflower potato canjee,,Indian Food,India,India,16.79,0.57,2.63,0.39,0.69,0.13,35.58,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_782,Creamed spinach,,Indian Food,India,India,96.91,5.18,4.44,6.39,1.33,1.59,156.02,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_783,Mango milkshake with ice cream (Aam milkshake ice cream ke saath),,Indian Food,India,India,68.35,1.93,9.18,2.8,0.23,9.11,16.64,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_784,Pineapple milkshake with ice cream (Ananas milkshake ice cream ke saath),,Indian Food,India,India,68.49,1.93,9.33,2.75,0.42,9.2,16.65,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_785,Orange milkshake with ice cream (Narangi milkshake ice cream ke saath),,Indian Food,India,India,67.82,1.95,9.15,2.75,0.16,9.0,16.65,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_786,Woodapple juice (Bel ka sharbat),,Indian Food,India,India,34.18,0.63,6.51,0.7,1.03,5.75,127.45,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_787,Sattu drink,,Indian Food,India,India,23.38,0.56,5.16,0.14,0.4,3.96,12.65,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_788,Apple and honey sorbet (Seb aur shehad ka sharbat),,Indian Food,India,India,121.3,0.15,30.74,0.29,1.13,29.18,1.97,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_789,Thandai,,Indian Food,India,India,101.18,3.59,9.13,5.89,0.8,8.21,22.69,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_790,Cucumber sharbat (Kheere ka sharbat),,Indian Food,India,India,27.28,0.26,6.64,0.06,0.78,5.46,2.57,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_791,Apple oats chia seed smoothie,,Indian Food,India,India,85.64,3.49,13.07,2.48,1.44,5.76,32.02,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_792,Nannari sharbat,,Indian Food,India,India,88.79,0.01,23.62,0.01,0.0,23.58,1.16,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_793,Semolina milk drink (Thari kanji),,Indian Food,India,India,44.16,0.98,6.93,1.36,0.72,3.88,11.95,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_794,Saffron milk (Kesariya doodh),,Indian Food,India,India,102.18,3.17,12.64,4.57,0.14,12.5,23.69,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_795,Black rice kheer (Chak-hao kheer),,Indian Food,India,India,147.94,4.37,22.93,4.91,0.76,12.57,25.77,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_796,Coconut kheer (Nariyal ki kheer),,Indian Food,India,India,162.61,3.4,14.42,10.55,1.53,13.73,45.97,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_797,Apple sago payasam (Seb aur sabudana ki kheer),,Indian Food,India,India,136.5,3.13,14.4,7.66,0.38,10.63,39.45,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_798,Kesari bath,,Indian Food,India,India,244.57,2.4,31.38,12.59,1.65,20.16,1.7,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_799,Putharekulu,,Indian Food,India,India,318.3,3.66,59.61,7.55,1.75,23.86,2.67,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_800,Mango malpua,,Indian Food,India,India,334.64,1.65,12.84,30.67,2.08,4.96,1.89,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_801,Mango vanilla custard,,Indian Food,India,India,147.63,3.43,18.41,7.04,0.99,14.62,30.12,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_802,Kiwi granola pudding,,Indian Food,India,India,280.99,5.6,32.33,15.36,3.71,15.08,59.21,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_803,Oats burfi,,Indian Food,India,India,425.19,8.89,62.47,17.27,4.96,32.93,8.15,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_804,Lotus seed halwa (Kamal gattay ka halwa),,Indian Food,India,India,370.55,7.79,39.56,20.69,0.42,9.8,3.06,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_805,Amaranth ladoo (Rajgira ladoo),,Indian Food,India,India,454.15,10.12,51.33,22.7,5.11,19.92,7.51,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_806,Chhena poda,,Indian Food,India,India,344.57,13.68,33.64,17.94,1.4,30.65,13.0,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_807,Sweet couscous dessert,,Indian Food,India,India,196.2,3.81,29.69,7.69,2.18,15.89,4.22,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_808,Sweetened yogurt (Shrikhand),,Indian Food,India,India,107.18,5.27,16.02,2.89,0.08,15.81,73.61,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_809,Thickened sweetened milk (Rabri),,Indian Food,India,India,102.79,3.52,10.55,5.35,0.19,10.09,23.92,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_810,Gram flour halwa (Besan halwa),,Indian Food,India,India,276.79,5.88,25.78,17.3,1.82,15.83,15.4,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_811,Prawn sandwich,,Indian Food,India,India,169.65,10.36,11.89,9.27,1.55,1.21,213.38,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_812,Watercress sandwich,,Indian Food,India,India,229.42,5.17,28.03,11.47,2.26,1.81,407.44,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_813,Fish sandwich,,Indian Food,India,India,150.2,4.72,10.09,10.37,1.23,1.04,161.88,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_814,Kidney bean sandwich with cottage cheese,,Indian Food,India,India,176.64,9.85,18.86,6.84,3.66,3.69,97.97,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_815,Finger millet biscuit (Ragi biscuit),,Indian Food,India,India,458.56,4.03,52.69,25.79,5.97,16.9,98.24,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_816,Buttermilk biscuit,,Indian Food,India,India,322.54,5.76,34.93,17.5,1.18,3.44,323.74,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_817,Lemon cookies,,Indian Food,India,India,394.48,5.63,42.19,23.02,0.78,23.47,84.71,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_818,Sweet potato biscuit (Shakarkand ke biscuit),,Indian Food,India,India,296.4,5.14,38.13,13.31,2.27,2.53,339.58,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_819,Raspberry shortbread cookies,,Indian Food,India,India,441.12,3.0,61.25,21.25,0.75,40.86,6.06,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_820,Pumpkin cookies,,Indian Food,India,India,218.4,2.51,44.69,3.93,1.06,31.62,51.49,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_821,Greenpea cookies,,Indian Food,India,India,159.42,6.53,23.07,4.24,5.32,14.45,229.9,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_822,Sunflower cookies,,Indian Food,India,India,520.62,9.49,40.06,36.28,3.95,24.28,181.68,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
